mission	snapshot	source_commit	source_path	source_blob	destination	content_status
11	master	09356a2	scripts/papers/curation_papers/10046.csv	e7a42f95b0f31bb67e0422341fdcb91b5ffd6860	mission-data/11/scripts/papers/curation_papers/10046.csv	exact
11	master	09356a2	scripts/papers/curation_papers/10047.csv	156f53badef81651bc1f55ebc036876a763c9eab	mission-data/11/scripts/papers/curation_papers/10047.csv	exact
11	master	09356a2	scripts/papers/curation_papers/10048.csv	31eddc5509a86ceba85d501dc3e424ea09092fce	mission-data/11/scripts/papers/curation_papers/10048.csv	exact
11	master	09356a2	scripts/papers/curation_papers/10049.csv	a88ac5fa14d949dbccca3b523ce1449e2a9f8a16	mission-data/11/scripts/papers/curation_papers/10049.csv	exact
11	master	09356a2	scripts/papers/curation_papers/10050.csv	c393a4b76007cea6fb184156920b7cf87e103698	mission-data/11/scripts/papers/curation_papers/10050.csv	exact
11	master	09356a2	scripts/papers/curation_papers/10054.csv	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	mission-data/11/scripts/papers/curation_papers/10054.csv	exact
11	master	09356a2	scripts/papers/curation_papers/10056.csv	65d50567997d8d85f52acf6d38ba7268ab513c04	mission-data/11/scripts/papers/curation_papers/10056.csv	exact
11	master	09356a2	scripts/papers/curation_papers/10057.csv	1f64a5a647e3c59293fd8ed3476640c9e818c51f	mission-data/11/scripts/papers/curation_papers/10057.csv	exact
11	master	09356a2	scripts/papers/curation_papers/10058.csv	06664bc641b46db30ad1c20bd53718a0079d40a6	mission-data/11/scripts/papers/curation_papers/10058.csv	exact
11	master	09356a2	scripts/papers/curation_papers/10059.csv	79e6491b0816a52d72cd0fed4ac17bfb9be090c8	mission-data/11/scripts/papers/curation_papers/10059.csv	exact
11	master	09356a2	scripts/papers/curation_papers/10060.csv	d4b5c44b75dc4f2db5c5deee4c484fdd759d7d9e	mission-data/11/scripts/papers/curation_papers/10060.csv	exact
11	master	09356a2	scripts/papers/curation_papers/10061.csv	a91b27d7483f15787b784df6a6f61cfec8c1373b	mission-data/11/scripts/papers/curation_papers/10061.csv	exact
11	master	09356a2	scripts/papers/curation_papers/10062.csv	593d22e864b7107579e8e2e19790b763bf9eb084	mission-data/11/scripts/papers/curation_papers/10062.csv	exact
11	master	09356a2	scripts/papers/curation_papers/10063.csv	79e6491b0816a52d72cd0fed4ac17bfb9be090c8	mission-data/11/scripts/papers/curation_papers/10063.csv	exact
11	master	09356a2	scripts/papers/curation_papers/10064.csv	79e6491b0816a52d72cd0fed4ac17bfb9be090c8	mission-data/11/scripts/papers/curation_papers/10064.csv	exact
11	master	09356a2	scripts/papers/curation_papers/10065.csv	37d9ed61f3d9dbb9a2816fd3a6d816ef8d6b933e	mission-data/11/scripts/papers/curation_papers/10065.csv	exact
